Transaction_ID,Agent_ID,Agent_Type,Operator_ID,Operator_Type,Sender_Name,Sender_Country,Sender_State,Sender_District,Sender_Occupation,Sender_Mode_Txn,Sender_Affiliation,Receiver_Name,Receiver_Country,Receiver_State,Receiver_District,Receiver_Occupation,Receiver_Affiliation,Receiver_Mode_Txn,Date_Of_Txn,In_Working_Hours,Amount,Is_Fraud
TR2551,AGNT2,Send,OPR14,Employee,Braylen Mcconnell,USA,Nevada,Eureka,Teacher,Bank Account,New User,Deangelo James,Colombia,Bolivar,Bolivar,Agent,Employee,Wallet,13-05-2016,Yes,3165,0
TR2552,AGNT10,Both,OPR4,Admin,Elianna Wolfe,USA,Oregon,Lane,I.T Professional,Wallet,Employee,Maxwell Whitfield,Mexico,Baja California,Baja California,Banker,Employee,Prepaid Card,26-05-2016,Yes,4386,0
TR2553,AGNT7,Both,OPR40,Employee,Khloe Mullins,USA,Nevada,Fallon,Broker,Cash,Customer,Karsyn Koch,Brazil,Acre,Xapuri,Grocer,Customer,Bank Account,10/5/2016,Yes,544,0
TR2554,AGNT5,Send,OPR28,Admin,Kaleb Stuart,USA,Oregon,Jackson,Retailer,Cheque,New User,Fernanda Browning,Brazil,Bahia,Valenca,Accountant,Employee,Cash,25-05-2016,No,176,0
TR2555,AGNT7,Both,OPR39,Employee,Augustus Barnes,USA,Nevada,Fallon,Retailer,Cheque,Employee,Colby Carr,Mexico,Durango,Durango,Broker,New User,Wallet,23-05-2016,Yes,5119,0
TR2556,AGNT9,Both,OPR44,Employee,Kellen Thornton,USA,Arizona,Pima,Consultant,Debit Card,Employee,Aarav Weber,Brazil,Bahia,Jequie,Banker,Employee,Bank Account,9/5/2016,Yes,3913,0
TR2557,AGNT3,Send,OPR16,Employee,Roy Mckinney,USA,Utah,Cache,Banker,Cash,Employee,Sincere Head,Mexico,Campeche,Campeche,Teacher,Employee,Wallet,29-05-2016,Yes,3113,0
TR2558,AGNT9,Both,OPR45,Employee,Annalise Day,USA,Arizona,Pima,Grocer,Cash,New User,Jaeden Harris,Mexico,Durango,Durango,Grocer,Employee,Cash,2/5/2016,No,1116,1
TR2559,AGNT9,Both,OPR43,Admin,Abrielle Baker,USA,Arizona,Pima,Farmer,Bank Account,Customer,Miya Dawson,Colombia,Bolivar,Bolivar,Farmer,Employee,Prepaid Card,8/5/2016,Yes,5941,0
TR2560,AGNT1,Send,OPR1,Employee,Jensen Mcleod,USA,California,Sacramento,Consultant,Wallet,Employee,Alana Francis,Colombia,Antioquia,Antioquia,Consultant,Customer,Bank Account,16-05-2016,Yes,646,0
TR2561,AGNT6,Both,OPR38,Employee,Priscilla Mckinney,USA,California,Los Angeles,Banker,Cash,New User,Yazmin Parsons,Colombia,Boyaca,Boyaca,I.T Professional,New User,Wallet,10/5/2016,Yes,5969,1
TR2562,AGNT5,Send,OPR27,Employee,Janiyah Moses,USA,Oregon,Jackson,Consultant,Cheque,Employee,Jordyn Howe,Brazil,Bahia,Jequie,Banker,New User,Cash,12/5/2016,Yes,5704,0
TR2563,AGNT8,Both,OPR42,Owner,Jaylene Trevino,USA,Utah,Emery,Teacher,Credit Card,Customer,Kai Hahn,Colombia,Boyaca,Boyaca,I.T Professional,Customer,Wallet,4/5/2016,Yes,4944,0
TR2564,AGNT8,Both,OPR42,Owner,Savanna Higgins,USA,Utah,Emery,Consultant,Credit Card,Employee,Leon Rowland,Mexico,Durango,Durango,I.T Professional,New User,Cash,7/5/2016,Yes,2678,0
TR2565,AGNT5,Send,OPR24,Employee,Gia Montoya,USA,Oregon,Jackson,I.T Professional,Cash,New User,Tess Mcmillan,Brazil,Acre,Xapuri,Agent,New User,Prepaid Card,3/5/2016,No,3347,1
TR2566,AGNT5,Send,OPR31,Employee,Camden Pacheco,USA,Oregon,Jackson,Teacher,Wallet,Customer,Leandro Holland,Brazil,Bahia,Valenca,Banker,Employee,Wallet,3/5/2016,Yes,3303,0
TR2567,AGNT7,Both,OPR39,Employee,Victoria Allison,USA,Nevada,Fallon,Consultant,Cash,Employee,Joaquin Moore,Brazil,Acre,Xapuri,Teacher,Customer,Cash,10/5/2016,Yes,1616,0
TR2568,AGNT9,Both,OPR43,Admin,Samir Swanson,USA,Arizona,Pima,Teacher,Cheque,Customer,Lexie Holden,Mexico,Baja California,Baja California,Agent,Employee,Bank Account,4/5/2016,Yes,677,0
TR2569,AGNT9,Both,OPR44,Employee,Maxwell Mcintosh,USA,Arizona,Pima,Farmer,Bank Account,New User,Jake Rollins,Colombia,Bolivar,Bolivar,Banker,Customer,Cash,25-05-2016,No,5340,0
TR2570,AGNT3,Send,OPR15,Admin,Clayton Hahn,USA,Utah,Cache,Agent,Bank Account,New User,Angelique Gomez,Brazil,Acre,Xapuri,Banker,Employee,Cash,20-05-2016,Yes,4641,0
TR2571,AGNT6,Both,OPR36,Admin,Jameson Rush,USA,California,Los Angeles,Farmer,Bank Account,Customer,Emmitt Bush,Mexico,Baja California,Baja California,Retailer,New User,Wallet,5/5/2016,Yes,1631,0
TR2572,AGNT3,Send,OPR15,Admin,Ricardo Chaney,USA,Utah,Cache,Grocer,Bank Account,Employee,Nicolas Bass,Colombia,Antioquia,Antioquia,Grocer,New User,Cash,8/5/2016,Yes,3982,0
TR2573,AGNT4,Both,OPR19,Employee,Mae Shields,USA,Arizona,Apache,Teacher,Cheque,New User,Karlee Glenn,Colombia,Antioquia,Antioquia,Consultant,New User,Wallet,27-05-2016,Yes,5491,0
TR2574,AGNT4,Both,OPR18,Admin,Jolene Richmond,USA,Arizona,Apache,I.T Professional,Cheque,Employee,Aleena Cook,Brazil,Bahia,Jequie,Teacher,Customer,Prepaid Card,8/5/2016,No,5499,0
TR2575,AGNT1,Send,OPR2,Admin,Damian Grimes,USA,California,Sacramento,Agent,Debit Card,Employee,Chris Bowen,Colombia,Bolivar,Bolivar,Consultant,Customer,Wallet,28-05-2016,Yes,1606,0
TR2576,AGNT1,Send,OPR1,Employee,Edgar Beasley,USA,California,Sacramento,Grocer,Debit Card,New User,Brinley Owens,Mexico,Durango,Durango,Agent,New User,Cash,19-05-2016,No,5061,0
TR2577,AGNT4,Both,OPR21,Employee,Deborah Mckay,USA,Arizona,Apache,Broker,Credit Card,New User,Kai Salazar,Colombia,Bolivar,Bolivar,Agent,Employee,Wallet,23-05-2016,Yes,516,0
TR2578,AGNT1,Send,OPR1,Employee,Delaney Berger,USA,California,Sacramento,Broker,Credit Card,Customer,Maliyah Maynard,Brazil,Acre,Xapuri,Grocer,New User,Cash,16-05-2016,Yes,1099,0
TR2579,AGNT8,Both,OPR42,Owner,Chaya Aguirre,USA,Utah,Emery,Farmer,Cheque,Customer,Braylee Stafford,Brazil,Bahia,Jequie,I.T Professional,Employee,Prepaid Card,1/5/2016,Yes,2790,0
TR2580,AGNT8,Both,OPR42,Owner,Kaitlyn Roman,USA,Utah,Emery,Consultant,Cash,Employee,Konner Oneal,Colombia,Boyaca,Boyaca,Banker,Customer,Cash,13-05-2016,Yes,128,0
TR2581,AGNT4,Both,OPR22,Employee,Elsa Dillon,USA,Arizona,Apache,Accountant,Debit Card,Employee,Laura Melendez,Mexico,Campeche,Campeche,I.T Professional,Employee,Wallet,1/5/2016,No,1343,0
TR2582,AGNT9,Both,OPR44,Employee,Larissa Houston,USA,Arizona,Pima,Agent,Wallet,New User,Maliyah Cooper,Colombia,Boyaca,Boyaca,Grocer,Customer,Bank Account,16-05-2016,Yes,306,0
TR2583,AGNT8,Both,OPR42,Owner,Jaida Brown,USA,Utah,Emery,Accountant,Credit Card,Employee,Estrella Gibbs,Brazil,Bahia,Valenca,Farmer,Employee,Prepaid Card,2/5/2016,Yes,3508,0
TR2584,AGNT4,Both,OPR18,Admin,Arlo Ball,USA,Arizona,Apache,Teacher,Cash,Employee,Ingrid Mendez,Brazil,Acre,Xapuri,I.T Professional,Employee,Wallet,22-05-2016,Yes,3630,0
TR2585,AGNT1,Send,OPR2,Admin,Tatum Glenn,USA,California,Sacramento,Accountant,Cheque,Employee,Alaya Wynn,Mexico,Durango,Durango,Teacher,New User,Prepaid Card,8/5/2016,Yes,619,0
TR2586,AGNT1,Send,OPR1,Employee,Lamar Santana,USA,California,Sacramento,I.T Professional,Wallet,Employee,Yamileth Barrera,Brazil,Bahia,Valenca,Agent,New User,Cash,31-05-2016,No,4882,1
TR2587,AGNT5,Send,OPR26,Employee,Dennis Velazquez,USA,Oregon,Jackson,Farmer,Bank Account,Employee,Misael Porter,Colombia,Bolivar,Bolivar,Retailer,Customer,Prepaid Card,2/5/2016,Yes,2284,0
TR2588,AGNT3,Send,OPR16,Employee,Lucian Barton,USA,Utah,Cache,Agent,Wallet,Employee,Luz Lane,Brazil,Bahia,Jequie,I.T Professional,New User,Cash,10/5/2016,Yes,601,1
TR2589,AGNT5,Send,OPR31,Employee,Macy Mccarthy,USA,Oregon,Jackson,Teacher,Debit Card,New User,Donovan Lopez,Colombia,Antioquia,Antioquia,Broker,Customer,Wallet,30-05-2016,Yes,5011,0
TR2590,AGNT7,Both,OPR41,Admin,Jeffrey Campos,USA,Nevada,Fallon,Retailer,Credit Card,Customer,Neveah Stark,Mexico,Durango,Durango,Farmer,New User,Wallet,25-05-2016,Yes,3408,0
TR2591,AGNT1,Send,OPR1,Employee,Valentin Whitfield,USA,California,Sacramento,I.T Professional,Cash,New User,Alannah Miranda,Mexico,Durango,Durango,Farmer,New User,Wallet,13-05-2016,Yes,5472,0
TR2592,AGNT1,Send,OPR2,Admin,Simon Hinton,USA,California,Sacramento,Agent,Bank Account,Employee,Lizbeth Delaney,Brazil,Acre,Bujari,I.T Professional,Customer,Prepaid Card,25-05-2016,Yes,1966,0
TR2593,AGNT3,Send,OPR17,Employee,Emma Sandoval,USA,Utah,Cache,Farmer,Wallet,New User,Alayah Carr,Mexico,Baja California,Baja California,Agent,Customer,Prepaid Card,19-05-2016,Yes,2021,0
TR2594,AGNT10,Both,OPR3,Employee,Brecken Hudson,USA,Oregon,Lane,Banker,Cash,New User,Oliver Ramos,Colombia,Bolivar,Bolivar,Agent,Customer,Cash,12/5/2016,No,5271,0
TR2595,AGNT4,Both,OPR18,Admin,Hana French,USA,Arizona,Apache,Teacher,Wallet,New User,Reagan Good,Mexico,Durango,Durango,I.T Professional,Employee,Prepaid Card,13-05-2016,Yes,1541,0
TR2596,AGNT4,Both,OPR21,Employee,Callen Fry,USA,Arizona,Apache,Agent,Bank Account,New User,Abdiel Murphy,Mexico,Campeche,Campeche,Grocer,Customer,Cash,25-05-2016,Yes,773,0
TR2597,AGNT5,Send,OPR29,Employee,Sophia Hardin,USA,Oregon,Jackson,Retailer,Cheque,Employee,Amelie Austin,Brazil,Bahia,Valenca,Agent,Employee,Wallet,10/5/2016,Yes,2507,0
TR2598,AGNT9,Both,OPR43,Admin,Dorothy Mann,USA,Arizona,Pima,Grocer,Debit Card,Employee,Donald Tucker,Brazil,Acre,Bujari,Farmer,Employee,Cash,15-05-2016,Yes,5717,0
TR2599,AGNT7,Both,OPR40,Employee,Mike Deleon,USA,Nevada,Fallon,Agent,Cash,New User,Charlee French,Brazil,Acre,Xapuri,Teacher,Customer,Cash,27-05-2016,No,3516,0
TR2600,AGNT5,Send,OPR31,Employee,Audrina Joseph,USA,Oregon,Jackson,Grocer,Cheque,New User,Jon Pena,Mexico,Durango,Durango,Retailer,Employee,Cash,5/5/2016,Yes,5963,0
TR2601,AGNT1,Send,OPR2,Admin,Gustavo Shelton,USA,California,Sacramento,Banker,Bank Account,Employee,Shane Schneider,Mexico,Campeche,Campeche,I.T Professional,Customer,Prepaid Card,26-05-2016,Yes,4873,0
TR2602,AGNT3,Send,OPR15,Admin,Tanner Hart,USA,Utah,Cache,Farmer,Cash,Customer,Yasmin Simpson,Mexico,Campeche,Campeche,Banker,New User,Prepaid Card,10/5/2016,No,1327,0
TR2603,AGNT2,Send,OPR10,Employee,Bruce Page,USA,Nevada,Eureka,Consultant,Cheque,New User,Heidi Oliver,Mexico,Durango,Durango,Retailer,Employee,Cash,8/5/2016,Yes,4565,0
TR2604,AGNT2,Send,OPR12,Employee,Arjun Cooke,USA,Nevada,Eureka,Grocer,Credit Card,Employee,Gaige Zamora,Mexico,Baja California,Baja California,Broker,Customer,Wallet,9/5/2016,Yes,4823,0
TR2605,AGNT5,Send,OPR25,Employee,Mariyah Marquez,USA,Oregon,Jackson,I.T Professional,Debit Card,Customer,Joziah Mayer,Mexico,Baja California,Baja California,Teacher,New User,Prepaid Card,29-05-2016,No,2955,0
TR2606,AGNT6,Both,OPR36,Admin,Lina Davenport,USA,California,Los Angeles,Accountant,Debit Card,Employee,Sharon Rivera,Brazil,Acre,Xapuri,Banker,Employee,Cash,18-05-2016,Yes,3546,0
TR2607,AGNT4,Both,OPR20,Employee,Zackery Giles,USA,Arizona,Apache,Retailer,Credit Card,Customer,Piper Valentine,Mexico,Campeche,Campeche,Grocer,New User,Wallet,27-05-2016,Yes,2613,1
TR2608,AGNT3,Send,OPR17,Employee,Maliah Hatfield,USA,Utah,Cache,Banker,Cash,Customer,Braydon Schmidt,Mexico,Baja California,Baja California,Retailer,New User,Wallet,6/5/2016,Yes,5798,0
TR2609,AGNT10,Both,OPR3,Employee,Damaris Bolton,USA,Oregon,Lane,Farmer,Cheque,Employee,Terrell Williams,Brazil,Acre,Xapuri,Accountant,New User,Wallet,28-05-2016,Yes,3599,0
TR2610,AGNT1,Send,OPR1,Employee,Mina Brooks,USA,California,Sacramento,Retailer,Debit Card,Employee,Kaleigh Jimenez,Brazil,Bahia,Valenca,Agent,New User,Prepaid Card,14-05-2016,Yes,5144,0
TR2611,AGNT5,Send,OPR31,Employee,Mohammad Becker,USA,Oregon,Jackson,Consultant,Bank Account,New User,Nylah Underwood,Colombia,Bolivar,Bolivar,Grocer,Employee,Cash,12/5/2016,Yes,4548,0
TR2612,AGNT9,Both,OPR44,Employee,Braylon Dennis,USA,Arizona,Pima,Consultant,Bank Account,Customer,Paityn Mckenzie,Brazil,Acre,Xapuri,Accountant,New User,Bank Account,8/5/2016,Yes,4640,0
TR2613,AGNT7,Both,OPR39,Employee,Sage Ruiz,USA,Nevada,Fallon,Broker,Credit Card,Customer,Cayson Meyer,Mexico,Durango,Durango,Agent,Customer,Cash,23-05-2016,Yes,3025,0
TR2614,AGNT4,Both,OPR18,Admin,Ryann Downs,USA,Arizona,Apache,I.T Professional,Cash,New User,Cadence Booker,Brazil,Acre,Bujari,Teacher,Customer,Bank Account,14-05-2016,No,1117,0
TR2615,AGNT9,Both,OPR44,Employee,Corban Irwin,USA,Arizona,Pima,Farmer,Cash,Customer,Rex Best,Brazil,Acre,Xapuri,Grocer,Customer,Wallet,3/5/2016,No,2412,0
TR2616,AGNT5,Send,OPR25,Employee,Tristian Maddox,USA,Oregon,Jackson,I.T Professional,Credit Card,New User,Sanaa Blevins,Brazil,Bahia,Jequie,I.T Professional,Customer,Prepaid Card,16-05-2016,Yes,4433,0
TR2617,AGNT8,Both,OPR42,Owner,Jacey Clarke,USA,Utah,Emery,Retailer,Bank Account,New User,Raymond Maddox,Colombia,Bolivar,Bolivar,Consultant,New User,Prepaid Card,9/5/2016,Yes,3900,0
TR2618,AGNT2,Send,OPR13,Employee,Jenna Day,USA,Nevada,Eureka,Broker,Bank Account,Customer,Melina Noel,Colombia,Bolivar,Bolivar,Agent,New User,Wallet,5/5/2016,Yes,565,0
TR2619,AGNT4,Both,OPR21,Employee,Haleigh Camacho,USA,Arizona,Apache,Accountant,Cheque,Employee,Jane Terry,Mexico,Baja California,Baja California,Consultant,New User,Bank Account,26-05-2016,Yes,2944,0
TR2620,AGNT3,Send,OPR17,Employee,Bella Atkinson,USA,Utah,Cache,Teacher,Wallet,New User,Yoselin Saunders,Brazil,Acre,Xapuri,Accountant,Employee,Prepaid Card,31-05-2016,Yes,1222,0
TR2621,AGNT2,Send,OPR6,Employee,Darnell Kane,USA,Nevada,Eureka,Retailer,Cheque,Employee,Jaylen May,Mexico,Baja California,Baja California,Accountant,Employee,Cash,30-05-2016,No,2140,0
TR2622,AGNT5,Send,OPR24,Employee,Barbara Mcguire,USA,Oregon,Jackson,I.T Professional,Cash,Employee,Griffin Sweeney,Brazil,Bahia,Valenca,Teacher,Employee,Wallet,7/5/2016,Yes,3293,0
TR2623,AGNT2,Send,OPR12,Employee,Nathanael Bowers,USA,Nevada,Eureka,Consultant,Cash,Customer,Alaina Knowles,Brazil,Acre,Bujari,I.T Professional,Customer,Wallet,20-05-2016,Yes,2004,0
TR2624,AGNT7,Both,OPR40,Employee,Dana Hooper,USA,Nevada,Fallon,Grocer,Cheque,New User,Clayton Delaney,Brazil,Acre,Bujari,Broker,New User,Prepaid Card,29-05-2016,No,1265,0
TR2625,AGNT7,Both,OPR41,Admin,Makenna Villarreal,USA,Nevada,Fallon,Retailer,Wallet,Employee,Laila Travis,Brazil,Bahia,Jequie,I.T Professional,New User,Cash,6/5/2016,Yes,4904,0
TR2626,AGNT2,Send,OPR7,Employee,Philip Potts,USA,Nevada,Eureka,Grocer,Cash,New User,Maci Wong,Mexico,Baja California,Baja California,I.T Professional,Employee,Cash,5/5/2016,Yes,3487,0
TR2627,AGNT9,Both,OPR43,Admin,Hope Castaneda,USA,Arizona,Pima,Agent,Credit Card,New User,Tenley Olson,Colombia,Antioquia,Antioquia,Agent,New User,Cash,15-05-2016,Yes,838,0
TR2628,AGNT9,Both,OPR44,Employee,Jaqueline Pierce,USA,Arizona,Pima,Broker,Debit Card,New User,Keagan Baldwin,Mexico,Campeche,Campeche,Retailer,New User,Cash,1/5/2016,Yes,792,0
TR2629,AGNT8,Both,OPR42,Owner,Carlee Flowers,USA,Utah,Emery,Agent,Wallet,Employee,Bethany Bradford,Brazil,Bahia,Jequie,I.T Professional,New User,Wallet,4/5/2016,Yes,5465,0
TR2630,AGNT1,Send,OPR1,Employee,Tenley Herrera,USA,California,Sacramento,I.T Professional,Cheque,Employee,Chaya Case,Colombia,Boyaca,Boyaca,Accountant,Customer,Wallet,26-05-2016,No,5663,1
TR2631,AGNT3,Send,OPR16,Employee,Charles Mclaughlin,USA,Utah,Cache,Teacher,Cash,Customer,Uriah Mcintyre,Mexico,Durango,Durango,Teacher,Employee,Wallet,31-05-2016,Yes,4482,0
TR2632,AGNT3,Send,OPR15,Admin,Erik Hudson,USA,Utah,Cache,Retailer,Credit Card,Employee,Thaddeus Wolfe,Mexico,Campeche,Campeche,Consultant,New User,Cash,3/5/2016,Yes,5879,0
TR2633,AGNT7,Both,OPR40,Employee,Otto Holland,USA,Nevada,Fallon,Retailer,Bank Account,New User,Karma Little,Colombia,Boyaca,Boyaca,Banker,Employee,Wallet,9/5/2016,No,2339,0
TR2634,AGNT8,Both,OPR42,Owner,Willa Rutledge,USA,Utah,Emery,Farmer,Cash,Customer,Luz Richmond,Brazil,Bahia,Valenca,Farmer,Customer,Wallet,25-05-2016,Yes,158,0
TR2635,AGNT2,Send,OPR11,Employee,Jaxen Romero,USA,Nevada,Eureka,I.T Professional,Wallet,New User,Madden Mcknight,Colombia,Boyaca,Boyaca,Accountant,New User,Cash,30-05-2016,Yes,1120,1
TR2636,AGNT3,Send,OPR17,Employee,Andrew Pacheco,USA,Utah,Cache,Grocer,Credit Card,Employee,Quentin Byers,Brazil,Acre,Bujari,Broker,New User,Wallet,26-05-2016,Yes,4217,0
TR2637,AGNT10,Both,OPR4,Admin,Raina Blankenship,USA,Oregon,Lane,Broker,Credit Card,Customer,Jamie Chambers,Brazil,Bahia,Jequie,Accountant,New User,Bank Account,7/5/2016,Yes,559,0
TR2638,AGNT6,Both,OPR38,Employee,Pamela Bates,USA,California,Los Angeles,Accountant,Credit Card,Employee,Cortez Jefferson,Mexico,Durango,Durango,Agent,Customer,Wallet,25-05-2016,Yes,763,0
TR2639,AGNT5,Send,OPR28,Admin,Maliyah Higgins,USA,Oregon,Jackson,Retailer,Credit Card,Customer,Ashlynn Pruitt,Brazil,Bahia,Valenca,Grocer,Customer,Cash,31-05-2016,Yes,4296,0
TR2640,AGNT7,Both,OPR39,Employee,Sandra Day,USA,Nevada,Fallon,Agent,Credit Card,Employee,Cason Ramos,Mexico,Campeche,Campeche,Accountant,Customer,Bank Account,17-05-2016,Yes,5237,0
TR2641,AGNT2,Send,OPR14,Employee,Triston Kemp,USA,Nevada,Eureka,Consultant,Cheque,Employee,Evelynn Todd,Colombia,Boyaca,Boyaca,Teacher,New User,Bank Account,14-05-2016,No,2835,0
TR2642,AGNT3,Send,OPR16,Employee,Reuben Whitley,USA,Utah,Cache,Grocer,Cash,New User,Axel Conley,Brazil,Bahia,Jequie,Teacher,New User,Wallet,7/5/2016,Yes,4661,0
TR2643,AGNT9,Both,OPR43,Admin,Laylah Cook,USA,Arizona,Pima,Farmer,Cheque,New User,Briana Henderson,Brazil,Bahia,Jequie,Farmer,Employee,Bank Account,5/5/2016,Yes,234,0
TR2644,AGNT4,Both,OPR19,Employee,Collin Osborne,USA,Arizona,Apache,Banker,Cheque,Employee,Mattie Alston,Brazil,Bahia,Valenca,Farmer,New User,Bank Account,21-05-2016,Yes,3705,0
TR2645,AGNT2,Send,OPR5,Admin,Cora Brock,USA,Nevada,Eureka,Agent,Cash,New User,Yandel Barlow,Brazil,Bahia,Jequie,Teacher,Employee,Bank Account,23-05-2016,Yes,238,0
TR2646,AGNT8,Both,OPR42,Owner,Kendra Parsons,USA,Utah,Emery,I.T Professional,Credit Card,Customer,Taylor Branch,Colombia,Boyaca,Boyaca,Teacher,Employee,Prepaid Card,26-05-2016,Yes,3031,0
TR2647,AGNT8,Both,OPR42,Owner,Mercedes Page,USA,Utah,Emery,Accountant,Wallet,Employee,Lorenzo Riggs,Colombia,Bolivar,Bolivar,Teacher,New User,Prepaid Card,24-05-2016,No,789,1
TR2648,AGNT4,Both,OPR23,Employee,Atticus Stout,USA,Arizona,Apache,Consultant,Cash,Customer,Darwin Clayton,Brazil,Acre,Bujari,Agent,Employee,Bank Account,28-05-2016,Yes,4997,0
TR2649,AGNT10,Both,OPR3,Employee,Jaylee Joyner,USA,Oregon,Lane,Agent,Wallet,Employee,Blaze Conrad,Mexico,Durango,Durango,Retailer,Employee,Wallet,10/5/2016,Yes,1847,0
TR2650,AGNT2,Send,OPR9,Employee,Camdyn Herman,USA,Nevada,Eureka,Retailer,Credit Card,Employee,Kyler Campos,Mexico,Baja California,Baja California,Grocer,Customer,Prepaid Card,25-05-2016,Yes,2460,0
TR2651,AGNT10,Both,OPR4,Admin,Rylie Montgomery,USA,Oregon,Lane,Retailer,Cheque,Employee,Alvin Medina,Colombia,Boyaca,Boyaca,Banker,Customer,Wallet,16-05-2016,Yes,118,0
TR2652,AGNT3,Send,OPR15,Admin,Ryder Tyler,USA,Utah,Cache,Banker,Debit Card,New User,Mallory Davenport,Colombia,Bolivar,Bolivar,Accountant,New User,Prepaid Card,30-05-2016,Yes,3674,0
TR2653,AGNT3,Send,OPR16,Employee,Rivka Humphrey,USA,Utah,Cache,Broker,Credit Card,New User,Arnav Summers,Brazil,Bahia,Valenca,Accountant,Customer,Cash,7/5/2016,Yes,5293,0
TR2654,AGNT9,Both,OPR44,Employee,Giuliana Horton,USA,Arizona,Pima,Accountant,Bank Account,New User,Damaris Quinn,Colombia,Boyaca,Boyaca,Retailer,Customer,Bank Account,11/5/2016,No,5663,0
TR2655,AGNT1,Send,OPR2,Admin,Kayleigh Sharp,USA,California,Sacramento,Farmer,Credit Card,New User,Carissa Vance,Mexico,Baja California,Baja California,Farmer,New User,Wallet,9/5/2016,Yes,224,0
TR2656,AGNT8,Both,OPR42,Owner,Quinten Norman,USA,Utah,Emery,Accountant,Debit Card,Customer,Laney Peterson,Mexico,Baja California,Baja California,I.T Professional,Customer,Prepaid Card,1/5/2016,Yes,3098,0
TR2657,AGNT1,Send,OPR2,Admin,Rafael Burns,USA,California,Sacramento,Grocer,Wallet,New User,Jaidyn Bowman,Colombia,Bolivar,Bolivar,Retailer,Employee,Wallet,4/5/2016,Yes,278,0
TR2658,AGNT8,Both,OPR42,Owner,Curtis Spencer,USA,Utah,Emery,Accountant,Bank Account,Employee,Adrian West,Colombia,Antioquia,Antioquia,Grocer,Employee,Bank Account,31-05-2016,No,5430,0
TR2659,AGNT9,Both,OPR43,Admin,Alex Burks,USA,Arizona,Pima,Grocer,Credit Card,New User,Holly Cohen,Colombia,Boyaca,Boyaca,Teacher,Employee,Cash,17-05-2016,Yes,3288,0
TR2660,AGNT1,Send,OPR1,Employee,Rayna Padilla,USA,California,Sacramento,Banker,Wallet,New User,Jamie Gaines,Mexico,Baja California,Baja California,Retailer,Employee,Wallet,24-05-2016,Yes,602,1
TR2661,AGNT6,Both,OPR36,Admin,Haylie Palmer,USA,California,Los Angeles,Teacher,Debit Card,New User,Brice Duncan,Brazil,Bahia,Valenca,Consultant,Employee,Prepaid Card,13-05-2016,Yes,3724,0
TR2662,AGNT2,Send,OPR10,Employee,Walter Mclaughlin,USA,Nevada,Eureka,Accountant,Credit Card,New User,Harvey Stephenson,Colombia,Bolivar,Bolivar,Teacher,New User,Cash,29-05-2016,Yes,3712,0
TR2663,AGNT1,Send,OPR1,Employee,Tenley Salas,USA,California,Sacramento,Retailer,Cheque,Employee,Bridget Santos,Mexico,Baja California,Baja California,Retailer,Employee,Bank Account,9/5/2016,Yes,1176,0
TR2664,AGNT9,Both,OPR44,Employee,Norah Savage,USA,Arizona,Pima,Consultant,Bank Account,Employee,Mya Joyner,Colombia,Antioquia,Antioquia,Farmer,Employee,Prepaid Card,1/5/2016,Yes,974,0
TR2665,AGNT2,Send,OPR14,Employee,Juniper Burt,USA,Nevada,Eureka,Agent,Cash,New User,Emelia Tyler,Mexico,Durango,Durango,Retailer,Employee,Wallet,8/5/2016,No,5187,0
TR2666,AGNT4,Both,OPR21,Employee,Sydney Simmons,USA,Arizona,Apache,Accountant,Credit Card,Customer,Vanessa Finch,Colombia,Bolivar,Bolivar,Teacher,Employee,Wallet,17-05-2016,Yes,2841,0
TR2667,AGNT9,Both,OPR44,Employee,Nathaniel Blankenship,USA,Arizona,Pima,Retailer,Credit Card,Customer,Omari Benton,Colombia,Boyaca,Boyaca,I.T Professional,Customer,Wallet,1/5/2016,Yes,5873,0
TR2668,AGNT2,Send,OPR12,Employee,Leah Read,USA,Nevada,Eureka,Agent,Bank Account,New User,Zoie Green,Brazil,Bahia,Valenca,Farmer,Employee,Cash,2/5/2016,Yes,3329,0
TR2669,AGNT4,Both,OPR21,Employee,Sasha Carroll,USA,Arizona,Apache,Grocer,Debit Card,Customer,Kale Richardson,Mexico,Durango,Durango,Consultant,Employee,Bank Account,24-05-2016,No,4697,0
TR2670,AGNT2,Send,OPR8,Employee,John Haley,USA,Nevada,Eureka,Consultant,Wallet,Customer,Brantley Atkins,Brazil,Acre,Xapuri,Accountant,New User,Cash,31-05-2016,Yes,3096,0
TR2671,AGNT10,Both,OPR4,Admin,Derek Blanchard,USA,Oregon,Lane,I.T Professional,Bank Account,Customer,Mikayla Kelly,Colombia,Antioquia,Antioquia,Accountant,New User,Wallet,7/5/2016,Yes,1153,0
TR2672,AGNT3,Send,OPR15,Admin,Ace Carr,USA,Utah,Cache,Teacher,Credit Card,Employee,Knox Blankenship,Brazil,Bahia,Jequie,Agent,Employee,Bank Account,9/5/2016,Yes,5412,0
TR2673,AGNT5,Send,OPR26,Employee,Ryann Hartman,USA,Oregon,Jackson,Agent,Cash,Employee,Jagger Castro,Brazil,Acre,Bujari,Agent,Employee,Cash,4/5/2016,Yes,2114,0
TR2674,AGNT4,Both,OPR21,Employee,Jane Robles,USA,Arizona,Apache,Accountant,Cash,Customer,Kinsley Bright,Colombia,Bolivar,Bolivar,Banker,Employee,Cash,19-05-2016,No,3782,1
